,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_orbeccen,pl_orbeccenlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
1197,HD 13167 b,HD 13167,1,1,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed,0,2613.0,17.0,-17.0,0.0,4.1,0.0,,,,,0.563,0.0,0,5671.0,,,0.0,2.39,,,0.0,1.35,,,0.0,,,,,,3.72,,,0.0,02h08m13.83s,32.057635,-24d41m44.07s,-24.695575,148.934,1.084,-1.084,8.34,0.03,-0.03,6.711,0.02,-0.02,8.15997,0.000291,-0.000291,03-12-18 14:48,2019-04,06-12-18
1198,HD 13189 b,HD 13189,1,1,Radial Velocity,2005,Thueringer Landessternwarte Tautenburg,Published Confirmed,0,471.60000999999994,6.0,-6.0,0.0,1.25,0.0,,,,,0.27,0.0,0,4175.0,33.0,-33.0,0.0,38.41,4.84,-4.84,0.0,2.24,0.88,-0.88,0.0,-0.37,,,0.0,[Fe/H],1.62,0.13,-0.13,0.0,02h09m40.18s,32.4173964,+32d18m59.24s,32.3164548,497.82300000000004,15.517000000000001,-15.517000000000001,7.57,0.03,-0.03,3.997,0.026000000000000002,-0.026000000000000002,7.01743,0.000492,-0.000492,04-09-18 16:14,2017-03,06-09-18
1200,HD 132406 b,HD 132406,1,1,Radial Velocity,2007,Haute-Provence Observatory,Published Confirmed,0,974.0,39.0,-39.0,0.0,1.98,0.0,,,,,0.34,0.0,0,5783.0,38.0,-38.0,0.0,1.34,0.04,-0.04,0.0,1.03,0.15,-0.15,0.0,0.14,,,0.0,[Fe/H],4.2,0.06,-0.06,0.0,14h56m54.63s,224.2276121,+53d22m51.46s,53.3809615,70.7832,0.1384,-0.1384,8.45,0.03,-0.03,6.87,0.017,-0.017,8.28075,0.000227,-0.000227,04-09-18 16:14,2017-03,06-09-18
1202,HD 132563 b,HD 132563,3,1,Radial Velocity,2011,Roque de los Muchachos Observatory,Published Confirmed,0,1544.0,34.0,-34.0,0.0,2.62,0.0,,,,,0.22,0.0,0,6289.0,128.13,-128.13,0.0,1.3,0.06,-0.06,0.0,1.23,0.18,-0.18,0.0,,,,,,4.3,0.08,-0.08,0.0,14h58m21.43s,224.5892892,+44d02m34.29s,44.0428571,105.155,0.282,-0.282,8.928001,0.002,-0.002,7.431,0.021,-0.021,8.85821,0.000252,-0.000252,28-01-19 15:51,2011-09,31-01-19
1203,HD 133131 A b,HD 133131 A,2,3,Radial Velocity,2016,Las Campanas Observatory,Published Confirmed,0,649.0,3.0,-3.0,0.0,1.44,0.0,,,,,0.33,0.0,0,5799.0,19.0,-19.0,0.0,,,,,0.95,,,0.0,-0.306,0.016,-0.016,0.0,[Fe/H],4.39,0.05,-0.05,0.0,15h03m35.63s,225.89845240000002,-27d50m35.29s,-27.8431369,51.4736,0.1487,-0.1487,7.66,0.03,-0.03,6.895,0.02,-0.02,8.275319999999999,0.00034500000000000004,-0.00034500000000000004,06-09-16 22:06,2016-12,08-09-16
1204,HD 133131 A c,HD 133131 A,2,3,Radial Velocity,2016,Las Campanas Observatory,Published Confirmed,0,3568.0,1084.0,-1084.0,0.0,4.49,0.0,,,,,0.49,0.0,0,5799.0,19.0,-19.0,0.0,,,,,0.95,,,0.0,-0.306,0.016,-0.016,0.0,[Fe/H],4.39,0.05,-0.05,0.0,15h03m35.63s,225.89845240000002,-27d50m35.29s,-27.8431369,51.4736,0.1487,-0.1487,7.66,0.03,-0.03,6.895,0.02,-0.02,8.275319999999999,0.00034500000000000004,-0.00034500000000000004,06-09-16 22:06,2016-12,08-09-16
1205,HD 133131 B b,HD 133131 B,2,3,Radial Velocity,2016,Las Campanas Observatory,Published Confirmed,0,5769.0,831.0,-831.0,0.0,6.15,0.0,,,,,0.61,0.0,0,5805.0,15.0,-15.0,0.0,,,,,0.93,,,0.0,-0.281,0.013000000000000001,-0.013000000000000001,0.0,[Fe/H],4.41,0.04,-0.04,0.0,15h03m35.99s,225.8999745,-27d50m29.74s,-27.841594699999998,51.2993,0.16785,-0.16785,8.413,0.002,-0.002,6.896,0.026000000000000002,-0.026000000000000002,8.256739999999999,0.000513,-0.000513,06-09-16 22:06,2016-12,08-09-16
1206,HD 134060 b,HD 134060,1,2,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,3.2696,0.0001,-0.0001,0.0,0.0444,0.0,,,,,0.45,0.0,0,5966.0,14.0,-14.0,0.0,,,,,1.09,,,0.0,0.14,0.01,-0.01,0.0,[Fe/H],4.43,0.03,-0.03,0.0,15h10m44.34s,227.68475869999997,-61d25m20.55s,-61.4223747,24.0125,0.02035,-0.02035,6.29,0.03,-0.03,4.836,0.026000000000000002,-0.026000000000000002,6.13951,0.0005419,-0.0005419,05-02-19 9:35,2019-02,07-02-19
1207,HD 134060 c,HD 134060,1,2,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,1291.5646,48.0333,-44.2197,0.0,2.3928,0.0,,,,,0.11,0.0,0,5966.0,14.0,-14.0,0.0,,,,,1.09,,,0.0,0.14,0.01,-0.01,0.0,[Fe/H],4.43,0.03,-0.03,0.0,15h10m44.34s,227.68475869999997,-61d25m20.55s,-61.4223747,24.0125,0.02035,-0.02035,6.29,0.03,-0.03,4.836,0.026000000000000002,-0.026000000000000002,6.13951,0.0005419,-0.0005419,05-02-19 9:35,2019-02,07-02-19
1208,HD 134987 b,HD 134987,1,2,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed,0,258.19,0.07,-0.07,0.0,0.81,0.0,,,,,0.233,0.0,0,5585.0,50.0,-50.0,0.0,1.25,0.04,-0.04,0.0,1.1,0.07,-0.04,0.0,0.28,,,0.0,[Fe/H],,,,,15h13m28.21s,228.36753969999998,-25d18m34.82s,-25.3096721,26.1804,0.05155,-0.05155,6.47,0.03,-0.03,4.882,0.016,-0.016,6.2899400000000005,0.0004336,-0.0004336,28-01-19 15:51,2010-04,31-01-19
1212,HD 134987 c,HD 134987,1,2,Radial Velocity,2009,Multiple Observatories,Published Confirmed,0,5000.0,400.0,-400.0,0.0,5.8,0.0,,,,,0.12,0.0,0,5585.0,50.0,-50.0,0.0,1.25,0.04,-0.04,0.0,1.1,0.07,-0.04,0.0,0.28,,,0.0,[Fe/H],,,,,15h13m28.21s,228.36753969999998,-25d18m34.82s,-25.3096721,26.1804,0.05155,-0.05155,6.47,0.03,-0.03,4.882,0.016,-0.016,6.2899400000000005,0.0004336,-0.0004336,28-01-19 15:51,2010-04,31-01-19
1213,HD 136352 b,HD 136352,1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,11.5824,0.0024,-0.0025,0.0,0.0934,0.0,,,,,0.14,0.0,0,5664.0,14.0,-14.0,0.0,,,,,0.81,,,0.0,-0.34,0.01,-0.01,0.0,[Fe/H],4.39,0.02,-0.02,0.0,15h21m45.63s,230.44011469999998,-48d19m07.74s,-48.3188174,14.682,0.01985,-0.01985,5.65,0.03,-0.03,4.159,0.036000000000000004,-0.036000000000000004,5.48495,0.0015675,-0.0015675,05-02-19 9:35,2019-02,07-02-19
1214,HD 136352 c,HD 136352,1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,27.5821,0.0089,-0.0086,0.0,0.1666,0.0,,,,,0.04,0.0,0,5664.0,14.0,-14.0,0.0,,,,,0.81,,,0.0,-0.34,0.01,-0.01,0.0,[Fe/H],4.39,0.02,-0.02,0.0,15h21m45.63s,230.44011469999998,-48d19m07.74s,-48.3188174,14.682,0.01985,-0.01985,5.65,0.03,-0.03,4.159,0.036000000000000004,-0.036000000000000004,5.48495,0.0015675,-0.0015675,05-02-19 9:35,2019-02,07-02-19
1215,HD 136352 d,HD 136352,1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,107.5983,0.2796,-0.2669,0.0,0.4128,0.0,,,,,0.09,0.0,0,5664.0,14.0,-14.0,0.0,,,,,0.81,,,0.0,-0.34,0.01,-0.01,0.0,[Fe/H],4.39,0.02,-0.02,0.0,15h21m45.63s,230.44011469999998,-48d19m07.74s,-48.3188174,14.682,0.01985,-0.01985,5.65,0.03,-0.03,4.159,0.036000000000000004,-0.036000000000000004,5.48495,0.0015675,-0.0015675,05-02-19 9:35,2019-02,07-02-19
1216,HD 136418 b,HD 136418,1,1,Radial Velocity,2009,W. M. Keck Observatory,Published Confirmed,0,464.3,3.2,-3.2,0.0,1.32,0.0,,,,,0.255,0.0,0,5071.0,44.0,-44.0,0.0,3.4,0.1,-0.1,0.0,1.33,0.09,-0.09,0.0,-0.07,0.03,-0.03,0.0,[Fe/H],3.6,0.06,-0.06,0.0,15h19m06.15s,229.7756438,+41d43m56.72s,41.732423,105.16799999999999,0.3105,-0.3105,7.849,0.0459,-0.0459,,,,7.60946,0.00020899999999999998,-0.00020899999999999998,25-04-18 14:07,2010-05,14-05-14
1218,HD 13724 b,HD 13724,1,1,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,14763.405,4901.655,-1599.795,0.0,12.4,0.0,,,,,0.34,0.0,0,5868.0,27.0,-27.0,0.0,1.07,0.02,-0.02,0.0,1.14,0.06,-0.06,0.0,0.23,0.02,-0.02,0.0,[Fe/H],4.44,0.07,-0.07,0.0,02h12m20.63s,33.0859626,-46d49m00.03s,-46.8166738,43.465,0.05275,-0.05275,7.89,0.03,-0.03,6.377999999999999,0.021,-0.021,7.73003,0.00026000000000000003,-0.00026000000000000003,08-04-19 13:42,2019-05,11-04-19
1219,HD 137388 b,HD 137388,1,1,Radial Velocity,2011,La Silla Observatory,Published Confirmed,0,330.0,2.0,-4.0,0.0,0.89,0.0,,,,,0.36,0.0,0,5240.0,53.0,-53.0,0.0,0.82,,,0.0,0.86,,,0.0,0.18,0.03,-0.03,0.0,[Fe/H],4.42,0.11,-0.11,0.0,15h35m39.62s,233.91508199999998,-80d12m15.90s,-80.20441690000001,40.4841,0.054000000000000006,-0.054000000000000006,8.71,0.03,-0.03,6.763,0.023,-0.023,8.47996,0.00028199999999999997,-0.00028199999999999997,25-04-18 14:10,2011-11,14-05-14
1221,HD 13908 b,HD 13908,1,2,Radial Velocity,2013,Haute-Provence Observatory,Published Confirmed,0,19.382,0.006,-0.006,0.0,0.154,0.0,,,,,0.02,0.0,0,6255.0,66.0,-66.0,0.0,1.67,0.1,-0.1,0.0,1.29,0.04,-0.04,0.0,0.01,0.04,-0.04,0.0,[Fe/H],4.11,0.11,-0.11,0.0,02h18m14.62s,34.5609102,+65d35m39.08s,65.5941901,79.5515,0.21905,-0.21905,7.52,0.03,-0.03,6.21,0.021,-0.021,7.3845,0.00020099999999999998,-0.00020099999999999998,14-05-14,2014-03,14-05-14
1222,HD 13908 c,HD 13908,1,2,Radial Velocity,2013,Haute-Provence Observatory,Published Confirmed,0,931.0,17.0,-17.0,0.0,2.03,0.0,,,,,0.12,0.0,0,6255.0,66.0,-66.0,0.0,1.67,0.1,-0.1,0.0,1.29,0.04,-0.04,0.0,0.01,0.04,-0.04,0.0,[Fe/H],4.11,0.11,-0.11,0.0,02h18m14.62s,34.5609102,+65d35m39.08s,65.5941901,79.5515,0.21905,-0.21905,7.52,0.03,-0.03,6.21,0.021,-0.021,7.3845,0.00020099999999999998,-0.00020099999999999998,14-05-14,2014-03,14-05-14
1223,HD 13931 b,HD 13931,1,1,Radial Velocity,2009,W. M. Keck Observatory,Published Confirmed,0,4460.0,77.0,-67.0,0.0,,,,,,,0.033,0.0,0,,,,,,,,,1.02,0.02,-0.02,0.0,,,,,,,,,,02h16m47.52s,34.197999100000004,+43d46m19.94s,43.7722065,47.3963,0.1442,-0.1442,7.61,0.03,-0.03,6.138999999999999,0.028999999999999998,-0.028999999999999998,7.4546399999999995,0.000343,-0.000343,26-11-18 11:25,2016-04,29-11-18
1226,HD 139357 b,HD 139357,1,1,Radial Velocity,2008,Thueringer Landessternwarte Tautenburg,Published Confirmed,0,1125.7,9.0,-9.0,0.0,2.36,0.0,,,,,0.1,0.0,0,4700.0,70.0,-70.0,0.0,11.47,0.75,-0.75,0.0,1.35,0.24,-0.24,0.0,-0.13,0.05,-0.05,0.0,[Fe/H],2.9,0.15,-0.15,0.0,15h35m16.17s,233.81735640000002,+53d55m19.74s,53.9221505,112.09,0.698,-0.698,5.97272,0.023,-0.023,3.406,0.324,-0.324,5.6303,0.0016537,-0.0016537,28-01-19 15:51,2009-06,31-01-19
1227,HD 1397 b,HD 1397,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,11.53533,0.00079,-0.0008,0.0,0.1097,0.0,11.5,0.28,-0.303,0.0,0.251,0.0,0,5521.0,60.0,-60.0,0.0,2.34,0.05,-0.06,0.0,1.32,0.04,-0.05,0.0,0.29,0.09,-0.09,0.0,[Fe/H],3.82,0.02,-0.02,0.0,00h17m47.32s,4.447163099999999,-66d21m32.14s,-66.3589285,79.5702,0.17345,-0.17345,7.79,0.03,-0.03,5.9879999999999995,0.018000000000000002,-0.018000000000000002,7.5933600000000006,0.000278,-0.000278,19-07-19 16:30,2019-03,25-07-19
1230,HD 14067 b,HD 14067,1,1,Radial Velocity,2014,Okayama Astrophysical Observatory,Published Confirmed,0,2850.0,430.0,-290.0,0.0,5.3,0.0,,,,,0.6970000000000001,0.0,0,4846.0,122.0,-122.0,0.0,10.77,,,0.0,,,,,,,,,,,,,,02h17m10.40s,34.293347999999995,+23d46m03.56s,23.7676546,142.024,0.84,-0.84,6.53329,0.023,-0.023,4.0969999999999995,0.036000000000000004,-0.036000000000000004,6.237509999999999,0.0004951,-0.0004951,25-09-14,2014-12,25-09-14
1232,HD 141399 b,HD 141399,1,4,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,94.44,0.05,-0.05,0.0,0.415,0.0,,,,,0.04,0.0,0,5600.0,40.0,-40.0,0.0,,,,,1.07,0.08,-0.08,0.0,0.35,0.03,-0.03,0.0,[Fe/H],4.28,0.05,-0.05,0.0,15h46m53.65s,236.7235392,+46d59m10.64s,46.986288,37.0169,0.03295,-0.03295,7.20856,0.023,-0.023,5.499,0.018000000000000002,-0.018000000000000002,7.00926,0.00018600000000000002,-0.00018600000000000002,24-02-16 9:31,2016-04,25-02-16
1234,HD 141399 c,HD 141399,1,4,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,201.99,0.08,-0.08,0.0,0.6890000000000001,0.0,,,,,0.048,0.0,0,5600.0,40.0,-40.0,0.0,,,,,1.07,0.08,-0.08,0.0,0.35,0.03,-0.03,0.0,[Fe/H],4.28,0.05,-0.05,0.0,15h46m53.65s,236.7235392,+46d59m10.64s,46.986288,37.0169,0.03295,-0.03295,7.20856,0.023,-0.023,5.499,0.018000000000000002,-0.018000000000000002,7.00926,0.00018600000000000002,-0.00018600000000000002,24-02-16 9:31,2016-04,25-02-16
1236,HD 141399 d,HD 141399,1,4,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,1069.8,6.7,-6.7,0.0,2.09,0.0,,,,,0.07400000000000001,0.0,0,5600.0,40.0,-40.0,0.0,,,,,1.07,0.08,-0.08,0.0,0.35,0.03,-0.03,0.0,[Fe/H],4.28,0.05,-0.05,0.0,15h46m53.65s,236.7235392,+46d59m10.64s,46.986288,37.0169,0.03295,-0.03295,7.20856,0.023,-0.023,5.499,0.018000000000000002,-0.018000000000000002,7.00926,0.00018600000000000002,-0.00018600000000000002,24-02-16 9:31,2016-04,25-02-16
1238,HD 141399 e,HD 141399,1,4,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,3717.35,555.081,-555.081,0.0,4.8968,0.0,,,,,0.0,0.0,0,5360.0,53.0,-53.0,0.0,1.46,0.15,-0.15,0.0,1.14,0.08,-0.08,0.0,0.18,0.16,-0.16,0.0,[Fe/H],,,,,15h46m53.65s,236.7235392,+46d59m10.64s,46.986288,37.0169,0.03295,-0.03295,7.20856,0.023,-0.023,5.499,0.018000000000000002,-0.018000000000000002,7.00926,0.00018600000000000002,-0.00018600000000000002,24-02-16 9:31,2014-06,25-02-16
1240,HD 141937 b,HD 141937,1,1,Radial Velocity,2002,La Silla Observatory,Published Confirmed,0,653.22,1.21,-1.21,0.0,1.52,0.0,,,,,0.41,0.0,0,5925.0,,,0.0,,,,,1.1,,,0.0,0.11,,,0.0,[Fe/H],4.62,,,0.0,15h52m17.65s,238.0735585,-18d26m09.50s,-18.435971600000002,33.3622,0.0718,-0.0718,7.25,0.03,-0.03,5.763999999999999,0.016,-0.016,7.091489999999999,0.000199,-0.000199,25-04-18 14:08,2002-07,14-05-14
1243,HD 142 b,HD 142,2,2,Radial Velocity,2001,Anglo-Australian Telescope,Published Confirmed,0,349.7,1.2,-1.2,0.0,1.02,0.0,,,,,0.17,0.0,0,6245.0,48.0,-48.0,0.0,1.47,0.04,-0.04,0.0,1.23,0.22,-0.16,0.0,0.09,0.05,-0.05,0.0,[Fe/H],4.62,0.07,-0.07,0.0,00h06m20.08s,1.5836771,-49d04m31.30s,-49.0753625,26.1853,0.04475,-0.04475,5.7,0.03,-0.03,4.474,0.024,-0.024,5.58442,0.0011347999999999998,-0.0011347999999999998,21-08-14,2012-07,21-08-14
1246,HD 142 c,HD 142,2,2,Radial Velocity,2012,Anglo-Australian Telescope,Published Confirmed,0,6005.0,477.0,-477.0,0.0,6.8,0.0,,,,,0.21,0.0,0,6245.0,48.0,-48.0,0.0,1.47,0.04,-0.04,0.0,1.23,0.22,-0.16,0.0,0.09,0.05,-0.05,0.0,[Fe/H],4.62,0.07,-0.07,0.0,00h06m20.08s,1.5836771,-49d04m31.30s,-49.0753625,26.1853,0.04475,-0.04475,5.7,0.03,-0.03,4.474,0.024,-0.024,5.58442,0.0011347999999999998,-0.0011347999999999998,21-08-14,2012-07,21-08-14
1247,HD 142022 A b,HD 142022 A,2,1,Radial Velocity,2005,La Silla Observatory,Published Confirmed,0,1928.0,46.0,-46.0,0.0,2.93,0.0,,,,,0.53,0.0,0,5421.0,77.0,-77.0,0.0,1.04,0.03,-0.03,0.0,0.9,0.05,-0.05,0.0,0.19,,,0.0,[Fe/H],4.35,0.0,0.0,0.0,16h10m11.56s,242.5481731,-84d13m54.30s,-84.23174940000001,34.2802,0.0315,-0.0315,7.7,0.03,-0.03,5.9639999999999995,0.027000000000000003,-0.027000000000000003,7.51423,0.00021899999999999998,-0.00021899999999999998,04-09-18 16:16,2017-03,06-09-18
1249,HD 142245 b,HD 142245,3,1,Radial Velocity,2011,W. M. Keck Observatory,Published Confirmed,0,1299.0,48.0,-48.0,0.0,2.77,0.0,,,,,0.09,0.0,0,4878.0,44.0,-44.0,0.0,5.2,0.1,-0.1,0.0,1.69,0.12,-0.12,0.0,0.23,0.03,-0.03,0.0,[Fe/H],3.3,0.06,-0.06,0.0,15h52m56.22s,238.2342443,+15d25m50.20s,15.430611800000001,97.2305,0.3914,-0.3914,7.46,0.03,-0.03,5.11,0.031,-0.031,7.189489999999999,0.000174,-0.000174,25-04-18 14:07,2011-12,14-05-14
1251,HD 142415 b,HD 142415,1,1,Radial Velocity,2003,La Silla Observatory,Published Confirmed,0,386.3,1.6,-1.6,0.0,1.05,0.0,,,,,0.5,0.0,0,6045.0,,,0.0,,,,,1.03,,,0.0,0.21,,,0.0,[Fe/H],4.53,,,0.0,15h57m40.56s,239.418989,-60d12m02.50s,-60.2006948,35.5318,0.04175,-0.04175,7.33,0.03,-0.03,5.892,0.023,-0.023,7.17789,0.000246,-0.000246,28-01-19 15:51,2004-02,31-01-19
1253,HD 143105 b,HD 143105,1,1,Radial Velocity,2016,Haute-Provence Observatory,Published Confirmed,0,2.1974,0.0003,-0.0003,0.0,0.0379,0.0,,,,,0.07,1.0,0,6380.0,60.0,-60.0,0.0,,,,,1.51,0.11,-0.11,0.0,0.15,0.04,-0.04,0.0,[Fe/H],4.37,0.04,-0.04,0.0,15h53m36.57s,238.4023547,+68d43m11.92s,68.7199779,46.7789,0.0434,-0.0434,6.77005,0.023,-0.023,5.519,0.02,-0.02,6.6258300000000006,0.00025699999999999996,-0.00025699999999999996,24-02-16 9:31,2016-04,25-02-16
1254,HD 143361 b,HD 143361,1,1,Radial Velocity,2008,Las Campanas Observatory,Published Confirmed,0,1057.0,20.0,-20.0,0.0,2.0,0.0,,,,,0.15,0.0,0,,,,,,,,,0.95,,,0.0,0.06,0.07,-0.07,0.0,[Fe/H],,,,,16h01m50.12s,240.45884049999998,-44d26m06.21s,-44.4350575,68.5146,0.29585,-0.29585,9.2,0.03,-0.03,7.4879999999999995,0.018000000000000002,-0.018000000000000002,9.01602,0.00015800000000000002,-0.00015800000000000002,24-06-19 13:37,2009-09,14-05-14
1258,HD 145377 b,HD 145377,1,1,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,103.95,0.13,-0.13,0.0,0.45,0.0,,,,,0.307,0.0,0,6046.0,15.0,-15.0,0.0,1.14,,,0.0,1.12,0.03,-0.03,0.0,0.12,0.01,-0.01,0.0,[Fe/H],4.49,0.1,-0.1,0.0,16h11m36.47s,242.90196580000003,-27d04m41.23s,-27.078119899999997,53.4884,0.14355,-0.14355,9.236,0.046,-0.046,6.706,0.018000000000000002,-0.018000000000000002,7.969989999999999,0.00022200000000000003,-0.00022200000000000003,25-04-18 14:09,2009-03,14-05-14
1260,HD 145457 b,HD 145457,1,1,Radial Velocity,2010,Subaru Telescope,Published Confirmed,0,176.3,0.39,-0.39,0.0,0.76,0.0,,,,,0.11,0.0,0,4769.0,27.0,-27.0,0.0,10.52,0.41,-0.41,0.0,1.23,0.34,-0.34,0.0,-0.25,,,0.0,[Fe/H],2.48,0.11,-0.11,0.0,16h10m03.89s,242.51622149999997,+26d44m34.46s,26.742906800000004,135.292,0.4035,-0.4035,6.572260000000001,0.023,-0.023,4.122,0.042,-0.042,6.2830900000000005,0.0003266,-0.0003266,04-09-18 16:13,2017-03,06-09-18
1263,HD 145934 b,HD 145934,1,1,Radial Velocity,2015,W. M. Keck Observatory,Published Confirmed,0,2730.0,100.0,-100.0,0.0,4.6,0.0,,,,,0.053,0.0,0,,,,,5.38,0.44,-0.44,0.0,1.75,0.1,-0.1,0.0,,,,,,3.23,0.06,-0.06,0.0,16h13m09.89s,243.29122489999997,+13d14m22.03s,13.239452700000001,227.88099999999997,2.3975,-2.3975,8.495,0.003,-0.003,6.145,0.015,-0.015,8.24065,0.00035800000000000003,-0.00035800000000000003,08-01-15,2015-02,08-01-15
1264,HD 1461 b,HD 1461,1,2,Radial Velocity,2010,W. M. Keck Observatory,Published Confirmed,0,5.7727,0.0025,-0.0025,0.0,0.063438,0.0,,,,,0.14,0.0,0,5765.0,18.0,,0.0,1.11,0.04,,0.0,1.02,0.1,,0.0,,,,,,,,,,00h18m42.30s,4.676264499999999,-08d03m13.03s,-8.053620599999999,23.4534,0.0309,-0.0309,6.47933,0.023,-0.023,4.897,0.023,-0.023,6.2945400000000005,0.0003801,-0.0003801,18-11-15 13:10,2010-01,14-05-14
1267,HD 1461 c,HD 1461,1,2,Radial Velocity,2015,La Silla Observatory,Published Confirmed,0,13.5052,0.0029,-0.0029,0.0,0.1117,0.0,,,,,0.305,1.0,0,5765.0,18.0,-18.0,0.0,,,,,1.02,,,0.0,0.19,0.01,-0.01,0.0,[Fe/H],4.38,0.03,-0.03,0.0,00h18m42.30s,4.676264499999999,-08d03m13.03s,-8.053620599999999,23.4534,0.0309,-0.0309,6.47933,0.023,-0.023,4.897,0.023,-0.023,6.2945400000000005,0.0003801,-0.0003801,18-11-15 13:10,2016-01,19-11-15
1268,HD 147018 b,HD 147018,1,2,Radial Velocity,2009,La Silla Observatory,Published Confirmed,0,44.236000000000004,0.008,-0.008,0.0,0.2388,0.0,,,,,0.4686,0.0,0,5441.0,55.0,-55.0,0.0,,,,,0.93,0.03,-0.03,0.0,0.1,0.05,-0.05,0.0,[Fe/H],4.42,0.04,-0.04,0.0,16h22m59.76s,245.7490012,-61d41m24.46s,-61.6901291,40.4256,0.07145,-0.07145,8.3,0.03,-0.03,6.571000000000001,0.021,-0.021,8.11145,0.00023700000000000001,-0.00023700000000000001,28-01-19 15:51,2010-02,31-01-19
1269,HD 147018 c,HD 147018,1,2,Radial Velocity,2009,La Silla Observatory,Published Confirmed,0,1008.0,18.0,-18.0,0.0,1.922,0.0,,,,,0.133,0.0,0,5441.0,55.0,-55.0,0.0,,,,,0.93,0.03,-0.03,0.0,0.1,0.05,-0.05,0.0,[Fe/H],4.42,0.04,-0.04,0.0,16h22m59.76s,245.7490012,-61d41m24.46s,-61.6901291,40.4256,0.07145,-0.07145,8.3,0.03,-0.03,6.571000000000001,0.021,-0.021,8.11145,0.00023700000000000001,-0.00023700000000000001,28-01-19 15:51,2010-02,31-01-19
1270,HD 147379 b,HD 147379,2,1,Radial Velocity,2017,Calar Alto Observatory,Published Confirmed,0,86.54,0.07,-0.06,0.0,0.3193,0.0,,,,,0.01,0.0,0,4090.0,50.0,-50.0,0.0,0.57,0.06,-0.06,0.0,0.58,0.08,-0.08,0.0,0.16,0.16,-0.16,0.0,[Fe/H],,,,,16h16m41.42s,244.17256859999998,+67d14m21.13s,67.2392041,10.7643,0.00365,-0.00365,8.61,0.1,-0.1,4.953,0.018000000000000002,-0.018000000000000002,7.900519999999999,0.0005809999999999999,-0.0005809999999999999,06-11-18 15:49,2018-02,05-01-18
1272,HD 147513 b,HD 147513,2,1,Radial Velocity,2003,La Silla Observatory,Published Confirmed,0,528.4,6.3,-6.3,0.0,1.32,0.0,,,,,0.26,0.0,0,5883.0,,,0.0,,,,,1.11,,,0.0,0.06,,,0.0,[Fe/H],4.51,,,0.0,16h24m01.39s,246.0057894,-39d11m34.68s,-39.1929661,12.9032,0.02335,-0.02335,5.37,0.03,-0.03,3.9330000000000003,0.036000000000000004,-0.036000000000000004,5.22664,0.0027776999999999997,-0.0027776999999999997,28-01-19 15:51,2004-02,31-01-19
1273,HD 14787 b,HD 14787,1,1,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed,0,676.6,8.1,-8.1,0.0,1.7,0.0,,,,,0.155,0.0,0,4946.0,,,0.0,5.01,,,0.0,1.43,,,0.0,,,,,,3.23,,,0.0,02h23m14.04s,35.8085099,+10d50m12.47s,10.8367972,119.137,0.7555,-0.7555,7.63,0.03,-0.03,5.388,0.021,-0.021,7.37839,0.000336,-0.000336,03-12-18 14:48,2019-04,06-12-18
1274,HD 147873 b,HD 147873,2,2,Radial Velocity,2016,Multiple Observatories,Published Confirmed,0,116.596,0.023,-0.023,0.0,0.522,0.0,,,,,0.207,0.0,0,5972.0,100.0,-100.0,0.0,2.29,0.1,-0.1,0.0,1.38,0.05,-0.05,0.0,0.03,0.1,-0.1,0.0,[Fe/H],3.86,0.05,-0.05,0.0,16h25m45.13s,246.43804709999998,-33d34m02.00s,-33.5672217,109.055,1.0115,-1.0115,7.96,0.03,-0.03,6.581,0.028999999999999998,-0.028999999999999998,7.818280000000001,0.000315,-0.000315,09-11-16 10:57,2017-04,10-11-16
